Unnamed: 0,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
AKR1C41_pos,982.0,0.0031641845893533,0.1188657821511363,0.0120711887282101,AKR1C41,"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [c]
AKR1C6",AKR1C6,Bile acid synthesis,1.1.1.50,4.0
AKR1C42_pos,982.0,0.0031641845893533,0.1188657821511363,0.0120711887282101,AKR1C42,"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)","1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha-triol [c]
AKR1C6",AKR1C6,Bile acid synthesis,1.1.1.50,4.0
ALATA_L_neg,923.0,0.0200139850565769,0.6213527260129258,0.0466612173901998,ALATA_L,L-alanine transaminase,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-alanine [c] --> 1.00 * pyruvate [c] + 1.00 * L-glutamate(1-) [c]
GPT; GPT2",GPT; GPT2,Glutamate metabolism,2.6.1.2,4.0
ALATA_L_pos,1034.0,0.0004611302938061,0.9177728543896524,0.0027928512233764,ALATA_L,L-alanine transaminase,"1.00 * 2-Oxoglutarate [c] + 1.00 * L-alanine [c] --> 1.00 * pyruvate [c] + 1.00 * L-glutamate(1-) [c]
GPT; GPT2",GPT; GPT2,Glutamate metabolism,2.6.1.2,4.0
ALCD1_pos,991.0,0.0023137215648425,0.1862985168392295,0.0099474805435831,ALCD1,alcohol dehydrogenase (methanol),"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * methanol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * formaldehyde [c]
ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2",ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2,Miscellaneous,1.1.1.1,4.0
ALCD2if_pos,966.0,0.005406413411786,0.1979877695630888,0.0180813263285678,ALCD2if,"alcohol dehydrogenase, forward rxn (ethanol -> acetaldehyde)","1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * ethanol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * acetaldehyde [c]
ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2",ADH1; ADH4; ADH5; ADH6A; ADH7; ADHFE1; ZADH2,Glycolysis/gluconeogenesis,1.1.1.1,0.0
ALCD2yf_pos,998.0,0.0018031415322279,0.3386151023740544,0.0080598699816072,ALCD2yf,"alcohol dehydrogenase (ethanol, NADP), forward reaction","1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * ethanol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * acetaldehyde [c]
AKR1A1",AKR1A1,Glycolysis/gluconeogenesis,1.1.1.2,0.0
ALDD2x_pos,989.0,0.0024822170785547,0.6363188023973986,0.0105060159380538,ALDD2x,"aldehyde dehydrogenase (acetaldehyde, NAD)","1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * acetate [c]
ALDH1A1; ALDH1A2; ALDH1A3; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1",ALDH1A1; ALDH1A2; ALDH1A3; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH7A1; ALDH9A1,Glycolysis/gluconeogenesis,1.2.1.3,0.0
ALDD2xm_pos,942.0,0.0114899938677117,0.4628053176450388,0.0314698700442147,ALDD2xm,"aldehyde dehydrogenase (acetylaldehyde, NAD), mitochondrial","1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * acetaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * acetate [m]
ALDH1B1; ALDH2",ALDH1B1; ALDH2,Glycolysis/gluconeogenesis,1.2.1.3,0.0
ALDD2y_pos,979.0,0.0035056095508223,0.6013475508605501,0.0129944177054023,ALDD2y,"aldehyde dehydrogenase (acetaldehyde, NADP)","1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * acetate [c]
ALDH1A2; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH9A1",ALDH1A2; ALDH1B1; ALDH3A1; ALDH3A2; ALDH3B1; ALDH3B3; ALDH9A1,Glycolysis/gluconeogenesis,1.2.1.4,0.0
AMANK_pos,1033.0,0.0004798174244721,0.8074824643193443,0.0028557439607698,AMANK,N-acetyl-D-mannosamine kinase,"1.00 * ATP [c] + 1.00 * N-acetyl-D-mannosamine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * N-acetyl-D-mannosamine 6-phosphate(2-) [c]
GNE; NAGK",GNE; NAGK,Aminosugar metabolism,2.7.1.60,4.0
